id_sensor,id_maquina,ts,vibracao,temperatura,velocidade_motor,dias_ultima_manutencao,falha,pm2_5,pm10,co_ppm,no2_ppb,o3_ppb,aqi_pm25,qualidade_de_ar
1,10,2025-09-01 11:55:00,52.04,60.73,2397,12,0,10.4,16.16,0.615,17.94,18.12,43,Boa
1,10,2025-09-01 11:56:00,45.45,32.85,1717,12,1,0.0,0.0,0.379,18.56,42.8,0,Boa
1,10,2025-09-01 11:57:00,58.49,38.08,2464,12,0,12.31,19.38,0.887,7.18,24.59,51,Moderada
1,10,2025-09-01 11:58:00,76.04,30.59,2892,12,0,4.38,6.97,0.867,10.09,29.46,18,Boa
1,10,2025-09-01 11:59:00,82.89,40.78,3357,12,0,10.71,14.84,0.611,15.19,36.49,45,Boa
1,10,2025-09-01 12:00:00,58.23,47.56,2545,12,0,6.19,9.98,0.536,31.71,22.64,26,Boa
1,10,2025-09-01 12:01:00,56.02,40.19,2019,12,0,16.12,22.81,0.583,20.0,36.65,59,Moderada
1,10,2025-09-01 12:02:00,48.95,56.95,2344,12,0,0.66,1.01,0.583,15.45,5.3,3,Boa
1,10,2025-09-01 12:03:00,56.41,54.59,2701,12,0,0.0,0.0,0.593,32.6,35.11,0,Boa
1,10,2025-09-01 12:04:00,57.98,51.46,2830,12,0,32.36,50.1,0.561,35.86,0.2,94,Moderada
1,10,2025-09-01 12:05:00,82.31,56.84,2049,12,0,2.86,4.39,0.7,33.05,27.03,12,Boa
1,10,2025-09-01 12:06:00,37.4,71.13,2509,12,1,3.43,4.86,0.837,11.69,40.14,14,Boa
1,10,2025-09-01 12:07:00,58.21,56.27,1722,12,0,29.31,40.01,0.248,15.4,37.29,87,Moderada
1,10,2025-09-01 12:08:00,52.74,33.68,1790,12,0,36.08,57.27,0.301,38.45,14.26,102,Insalubre (grupos sensíveis)
1,10,2025-09-01 12:09:00,66.63,49.52,1493,12,1,6.65,10.1,0.095,22.81,15.76,28,Boa
1,10,2025-09-01 12:10:00,40.08,51.72,2966,12,0,8.95,14.45,0.872,17.56,21.62,37,Boa
1,10,2025-09-01 12:11:00,38.18,44.95,3023,12,0,14.88,22.25,0.687,27.41,32.12,57,Moderada
1,10,2025-09-01 12:12:00,65.55,45.01,2790,12,0,26.72,36.33,0.771,30.47,5.42,82,Moderada
1,10,2025-09-01 12:13:00,69.96,61.45,2353,12,0,5.31,8.48,0.192,14.71,29.63,22,Boa
1,10,2025-09-01 12:14:00,52.21,53.26,2587,12,0,14.04,20.54,1.151,22.51,33.58,55,Moderada
1,10,2025-09-01 12:15:00,86.85,43.86,2252,12,1,22.32,34.25,0.443,29.79,26.34,72,Moderada
1,10,2025-09-01 12:16:00,49.29,33.32,1915,12,0,20.62,29.59,0.665,8.69,36.16,69,Moderada
1,10,2025-09-01 12:17:00,71.98,49.29,3097,12,0,15.93,26.51,0.878,20.56,32.47,59,Moderada
1,10,2025-09-01 12:18:00,84.74,50.0,2948,12,0,11.65,16.45,0.329,9.36,23.25,49,Boa
1,10,2025-09-01 12:19:00,56.38,44.62,2178,12,0,3.07,4.51,0.453,10.5,6.6,13,Boa
1,10,2025-09-01 12:20:00,76.75,29.11,2200,12,0,10.28,15.54,0.677,14.83,31.37,43,Boa
1,10,2025-09-01 12:21:00,56.34,52.53,2957,12,0,10.24,14.25,1.474,25.11,18.39,43,Boa
1,10,2025-09-01 12:22:00,66.14,69.22,1853,12,1,14.82,22.72,0.71,17.18,22.86,57,Moderada
1,10,2025-09-01 12:23:00,69.41,57.28,2393,12,0,7.77,12.9,1.103,13.93,35.54,32,Boa
1,10,2025-09-01 12:24:00,46.15,49.02,2928,12,0,15.29,22.19,0.976,20.79,46.87,58,Moderada
1,10,2025-09-01 12:25:00,54.06,62.47,1343,12,0,21.67,33.37,0.727,8.85,29.38,71,Moderada
1,10,2025-09-01 12:26:00,55.46,52.32,2694,12,0,12.71,15.58,0.32,24.62,36.48,52,Moderada
1,10,2025-09-01 12:27:00,56.15,44.35,3019,12,0,18.42,27.56,0.935,31.65,12.5,64,Moderada
1,10,2025-09-01 12:28:00,41.32,61.05,3111,12,0,12.07,17.73,0.163,19.46,32.82,0,Boa
1,10,2025-09-01 12:29:00,74.27,57.08,1872,12,0,20.09,28.49,1.103,18.42,29.06,68,Moderada
1,10,2025-09-01 12:30:00,53.99,45.34,1983,12,1,7.18,11.55,0.676,24.06,44.59,30,Boa
1,10,2025-09-01 12:31:00,71.06,40.18,2685,12,0,17.05,25.02,0.0,0.14,23.3,61,Moderada
1,10,2025-09-01 12:32:00,40.48,64.4,2332,12,0,10.09,14.95,0.51,25.61,26.98,42,Boa
1,10,2025-09-01 12:33:00,58.4,40.71,3239,12,0,34.15,49.94,0.814,51.37,42.53,97,Moderada
1,10,2025-09-01 12:34:00,77.21,62.97,2481,12,0,29.38,38.44,0.552,19.24,28.66,87,Moderada
1,10,2025-09-01 12:35:00,82.16,58.02,2894,12,0,18.39,25.5,0.839,19.3,16.45,64,Moderada
1,10,2025-09-01 12:36:00,48.92,34.8,2215,12,0,4.91,7.84,0.36,27.73,60.47,20,Boa
1,10,2025-09-01 12:37:00,51.26,70.12,3149,12,0,5.3,6.83,0.224,36.76,16.9,22,Boa
1,10,2025-09-01 12:38:00,25.79,48.7,2337,12,0,20.3,28.89,0.586,29.9,29.15,68,Moderada
1,10,2025-09-01 12:39:00,83.25,43.07,2507,12,0,19.76,28.86,0.634,0.0,33.91,67,Moderada
1,10,2025-09-01 12:40:00,70.24,53.43,3168,12,1,19.81,33.16,0.517,26.06,33.0,67,Moderada
1,10,2025-09-01 12:41:00,46.55,45.19,2771,12,1,0.0,0.0,0.982,46.0,27.58,0,Boa
1,10,2025-09-01 12:42:00,68.65,59.29,3773,12,0,16.85,24.33,0.366,26.64,27.58,61,Moderada
1,10,2025-09-01 12:43:00,83.1,40.31,2580,12,0,16.4,26.74,0.719,8.95,26.93,60,Moderada
1,10,2025-09-01 12:44:00,46.59,36.06,2619,12,1,6.13,8.74,0.634,23.1,16.47,26,Boa
1,10,2025-09-01 12:45:00,81.7,54.19,3510,12,0,13.34,21.36,0.157,7.68,55.56,54,Moderada
1,10,2025-09-01 12:46:00,63.15,36.53,2930,12,0,18.46,25.19,0.223,32.71,27.17,64,Moderada
1,10,2025-09-01 12:47:00,77.57,57.8,2322,12,1,11.8,18.97,0.627,10.91,36.93,49,Boa
1,10,2025-09-01 12:48:00,81.59,52.55,2570,12,0,12.95,18.9,1.219,21.23,25.74,53,Moderada
1,10,2025-09-01 12:49:00,57.41,52.59,3418,12,0,15.17,21.19,0.791,11.77,25.57,57,Moderada
1,10,2025-09-01 12:50:00,56.92,68.37,2680,12,0,8.62,12.74,0.099,14.88,24.36,36,Boa
1,10,2025-09-01 12:51:00,56.25,48.64,2386,12,0,15.13,23.12,0.0,35.2,11.23,57,Moderada
1,10,2025-09-01 12:52:00,65.84,54.77,2543,12,0,26.53,38.49,0.84,21.43,27.88,81,Moderada
1,10,2025-09-01 12:53:00,65.72,42.98,1765,12,0,0.0,0.0,0.591,14.8,24.92,0,Boa
1,10,2025-09-01 12:54:00,42.09,50.95,1887,12,0,7.9,11.39,0.955,8.8,43.93,33,Boa
1,10,2025-09-01 12:55:00,69.49,37.31,2242,12,0,15.09,23.56,0.357,1.7,15.43,57,Moderada
1,10,2025-09-01 12:56:00,53.46,58.36,2761,12,0,15.56,24.02,0.721,7.81,22.91,58,Moderada
1,10,2025-09-01 12:57:00,74.18,43.03,2496,12,0,11.19,16.72,0.876,21.56,19.0,47,Boa
1,10,2025-09-01 12:58:00,81.76,42.79,2074,12,0,0.0,0.0,0.49,30.29,47.07,0,Boa
1,10,2025-09-01 12:59:00,41.94,47.83,2655,12,0,15.24,23.09,0.485,14.65,19.44,58,Moderada
1,10,2025-09-01 13:00:00,59.52,49.46,2372,12,0,27.76,43.18,0.625,36.06,36.57,84,Moderada
1,10,2025-09-01 13:01:00,66.35,53.1,2268,12,0,2.84,4.85,0.783,13.22,41.44,12,Boa
1,10,2025-09-01 13:02:00,89.37,44.08,2589,12,1,21.22,33.83,0.623,18.16,27.98,70,Moderada
1,10,2025-09-01 13:03:00,68.48,59.5,2840,12,0,10.85,17.33,0.913,9.62,13.27,45,Boa
1,10,2025-09-01 13:04:00,38.14,61.27,2517,12,0,13.08,23.66,0.473,30.14,13.52,53,Moderada
1,10,2025-09-01 13:05:00,68.56,40.4,2000,12,0,2.03,3.15,0.222,41.39,40.11,8,Boa
1,10,2025-09-01 13:06:00,65.39,58.0,3182,12,1,12.48,19.33,1.213,2.77,14.68,52,Moderada
1,10,2025-09-01 13:07:00,51.94,51.85,2604,12,0,24.2,38.0,0.434,16.85,34.55,76,Moderada
1,10,2025-09-01 13:08:00,67.54,56.14,2629,12,0,19.01,26.59,0.45,33.05,31.17,66,Moderada
1,10,2025-09-01 13:09:00,69.42,55.1,2655,12,0,30.1,43.82,0.601,5.95,34.32,89,Moderada
1,10,2025-09-01 13:10:00,70.77,59.67,2059,12,0,19.88,28.81,0.641,26.09,35.45,67,Moderada
1,10,2025-09-01 13:11:00,57.4,57.01,2341,12,0,13.53,21.17,0.501,32.56,18.62,54,Moderada
1,10,2025-09-01 13:12:00,66.0,52.71,2540,12,0,28.72,42.58,0.615,21.18,18.1,86,Moderada
1,10,2025-09-01 13:13:00,66.16,33.44,1904,12,0,17.72,26.83,0.608,25.9,38.38,63,Moderada
1,10,2025-09-01 13:14:00,66.31,27.4,2513,12,0,21.19,34.1,0.672,38.01,22.25,70,Moderada
1,10,2025-09-01 13:15:00,47.09,27.0,1978,12,1,10.36,16.43,0.0,39.77,0.0,43,Boa
1,10,2025-09-01 13:16:00,73.06,46.49,2261,12,0,16.29,24.18,1.186,19.82,37.57,60,Moderada
1,10,2025-09-01 13:17:00,63.64,62.02,2502,12,0,10.44,14.95,0.575,15.06,17.37,44,Boa
1,10,2025-09-01 13:18:00,67.8,53.38,2430,12,0,23.16,37.37,0.795,11.21,35.4,74,Moderada
1,10,2025-09-01 13:19:00,54.08,61.11,1616,12,0,3.91,6.17,0.203,30.09,46.55,16,Boa
1,10,2025-09-01 13:20:00,67.63,59.26,2222,12,0,16.31,21.85,0.479,6.69,30.0,60,Moderada
1,10,2025-09-01 13:21:00,68.67,56.92,2928,12,0,14.31,21.02,0.419,17.89,41.74,56,Moderada
1,10,2025-09-01 13:22:00,65.56,47.48,3058,12,0,26.02,39.46,1.061,21.42,31.65,80,Moderada
1,10,2025-09-01 13:23:00,42.07,47.44,2963,12,0,20.8,32.82,0.437,15.22,48.92,69,Moderada
1,10,2025-09-01 13:24:00,60.12,38.82,2493,12,0,26.85,42.72,0.845,23.16,17.07,82,Moderada
1,10,2025-09-01 13:25:00,50.96,52.27,2506,12,0,20.96,32.04,0.42,45.95,29.75,70,Moderada
1,10,2025-09-01 13:26:00,30.58,44.65,2866,12,0,2.3,3.59,0.473,18.97,37.99,10,Boa
1,10,2025-09-01 13:27:00,62.19,47.13,1981,12,0,16.69,25.14,0.545,16.02,27.53,61,Moderada
1,10,2025-09-01 13:28:00,61.35,50.34,2058,12,0,2.95,4.23,1.004,30.52,43.64,12,Boa
1,10,2025-09-01 13:29:00,65.28,47.95,3342,12,0,9.6,14.15,0.053,22.79,24.62,40,Boa
1,10,2025-09-01 13:30:00,56.4,45.71,2653,12,0,27.52,41.33,0.222,34.73,54.66,83,Moderada
1,10,2025-09-01 13:31:00,55.05,64.99,1369,12,0,19.11,28.59,0.032,21.98,55.3,66,Moderada
1,10,2025-09-01 13:32:00,56.72,40.32,2919,12,0,6.12,8.02,0.291,17.86,33.21,26,Boa
1,10,2025-09-01 13:33:00,86.01,54.08,2681,12,0,7.54,11.01,0.382,2.68,36.37,31,Boa
1,10,2025-09-01 13:34:00,83.33,41.96,3382,12,0,16.16,24.33,0.141,4.3,44.05,60,Moderada
1,10,2025-09-01 13:35:00,60.28,54.9,2963,12,0,4.49,6.61,0.398,2.0,15.57,19,Boa
1,10,2025-09-01 13:36:00,66.72,56.86,3106,12,0,9.31,13.74,0.016,24.19,14.06,39,Boa
1,10,2025-09-01 13:37:00,71.3,52.35,2180,12,0,16.36,25.33,0.316,6.81,44.86,60,Moderada
1,10,2025-09-01 13:38:00,39.01,47.63,3112,12,0,25.61,35.65,0.972,32.79,33.17,79,Moderada
1,10,2025-09-01 13:39:00,69.0,45.92,2364,12,0,17.38,23.24,0.742,20.72,27.07,62,Moderada
1,10,2025-09-01 13:40:00,60.15,44.52,2826,12,0,0.0,0.0,0.674,17.92,29.95,0,Boa
1,10,2025-09-01 13:41:00,59.13,43.99,2329,12,0,16.47,25.96,0.317,11.92,1.19,60,Moderada
1,10,2025-09-01 13:42:00,61.14,53.86,2574,12,0,16.41,27.38,0.158,26.59,27.53,60,Moderada
1,10,2025-09-01 13:43:00,69.01,64.08,3531,12,0,14.63,23.08,0.279,12.37,20.76,56,Moderada
1,10,2025-09-01 13:44:00,56.45,49.65,2108,12,0,24.24,32.8,0.604,10.48,40.85,77,Moderada
1,10,2025-09-01 13:45:00,50.34,59.28,2616,12,0,0.0,0.0,0.876,32.19,41.79,0,Boa
1,10,2025-09-01 13:46:00,55.41,63.84,2864,12,1,9.24,14.1,0.887,23.88,36.75,39,Boa
1,10,2025-09-01 13:47:00,40.34,41.4,2183,12,0,15.94,24.19,0.801,17.89,34.62,59,Moderada
1,10,2025-09-01 13:48:00,52.02,59.4,2422,12,0,0.38,0.59,0.394,26.73,11.88,2,Boa
1,10,2025-09-01 13:49:00,88.81,25.17,2677,12,0,28.03,39.48,0.634,20.62,36.82,85,Moderada
1,10,2025-09-01 13:50:00,77.64,56.65,1705,12,0,16.23,24.45,0.527,24.3,37.32,60,Moderada
1,10,2025-09-01 13:51:00,64.59,63.46,2662,12,0,21.41,33.02,0.559,12.22,44.75,71,Moderada
1,10,2025-09-01 13:52:00,47.52,58.39,2146,12,0,8.5,13.45,1.225,40.99,55.28,35,Boa
1,10,2025-09-01 13:53:00,57.47,51.72,2580,12,0,21.82,30.97,0.089,14.55,9.52,71,Moderada
1,10,2025-09-01 13:54:00,57.07,51.19,3240,12,0,23.45,34.37,0.547,35.9,25.17,75,Moderada
1,10,2025-09-01 13:55:00,53.61,50.72,2659,12,0,14.33,17.62,0.98,18.43,20.93,56,Moderada
1,10,2025-09-01 13:56:00,50.0,51.33,2535,12,0,15.28,21.97,0.175,28.37,31.92,58,Moderada
1,10,2025-09-01 13:57:00,61.29,49.19,2459,12,0,18.33,26.53,0.425,27.71,29.98,64,Moderada
1,10,2025-09-01 13:58:00,74.2,34.29,2811,12,0,8.35,11.67,0.464,31.91,26.97,35,Boa
1,10,2025-09-01 13:59:00,61.15,43.37,2575,12,0,10.1,15.32,0.551,11.96,42.15,42,Boa
1,10,2025-09-01 14:00:00,34.41,57.85,1762,12,1,13.36,19.97,0.132,30.96,16.68,54,Moderada
1,10,2025-09-01 14:01:00,61.47,51.56,2713,12,0,14.98,19.09,0.797,38.83,17.32,57,Moderada
1,10,2025-09-01 14:02:00,34.62,56.27,1947,12,0,24.1,36.67,0.81,17.62,17.61,76,Moderada
1,10,2025-09-01 14:03:00,67.58,57.46,2219,12,1,7.85,11.04,0.773,20.75,25.47,33,Boa
1,10,2025-09-01 14:04:00,72.83,54.27,2646,12,0,14.0,21.69,0.361,15.2,15.04,55,Moderada
1,10,2025-09-01 14:05:00,36.59,48.39,2284,12,0,25.5,34.99,0.637,16.76,29.31,79,Moderada
1,10,2025-09-01 14:06:00,58.44,65.5,2687,12,0,7.63,11.46,0.348,37.46,27.84,32,Boa
1,10,2025-09-01 14:07:00,74.24,66.44,2404,12,0,9.25,13.61,0.522,10.4,20.34,39,Boa
1,10,2025-09-01 14:08:00,73.57,46.79,2264,12,0,15.32,23.45,1.268,11.02,40.26,58,Moderada
1,10,2025-09-01 14:09:00,40.96,47.13,1781,12,0,20.7,31.3,0.641,36.35,29.16,69,Moderada
1,10,2025-09-01 14:10:00,45.17,55.59,2175,12,0,15.43,22.75,0.257,26.52,42.62,58,Moderada
1,10,2025-09-01 14:11:00,58.44,59.4,1369,12,0,23.5,31.64,0.672,41.55,27.48,75,Moderada
1,10,2025-09-01 14:12:00,53.79,42.54,2534,12,0,19.48,26.34,0.211,15.82,29.55,67,Moderada
1,10,2025-09-01 14:13:00,65.27,49.07,2390,12,0,18.54,26.73,0.26,21.65,23.05,65,Moderada
1,10,2025-09-01 14:14:00,70.07,65.05,2112,12,0,16.65,24.96,0.309,13.81,29.71,61,Moderada
1,10,2025-09-01 14:15:00,68.66,63.11,2708,12,0,29.26,42.12,0.487,21.84,38.34,87,Moderada
1,10,2025-09-01 14:16:00,50.79,56.76,2915,12,1,13.58,21.22,0.896,2.56,24.91,54,Moderada
1,10,2025-09-01 14:17:00,68.71,47.54,2363,12,0,1.89,2.78,0.794,27.26,36.01,8,Boa
1,10,2025-09-01 14:18:00,61.57,22.65,3057,12,0,29.77,41.78,0.775,23.6,20.06,88,Moderada
1,10,2025-09-01 14:19:00,51.57,54.15,2794,12,0,6.87,10.12,0.286,19.73,38.95,29,Boa
1,10,2025-09-01 14:20:00,83.14,57.87,2634,12,0,17.05,25.96,0.463,16.6,22.79,61,Moderada
1,10,2025-09-01 14:21:00,61.34,55.73,2616,12,0,27.4,41.99,0.7,11.42,40.04,83,Moderada
1,10,2025-09-01 14:22:00,40.41,44.36,2867,12,0,0.0,0.0,0.424,27.52,30.61,0,Boa
1,10,2025-09-01 14:23:00,61.22,52.43,3512,12,0,4.27,6.11,0.535,8.66,48.07,18,Boa
1,10,2025-09-01 14:24:00,70.18,61.08,2607,12,0,0.0,0.0,0.753,25.54,15.94,0,Boa
1,10,2025-09-01 14:25:00,57.47,42.33,3238,12,0,8.14,12.56,0.513,41.09,12.11,34,Boa
1,10,2025-09-01 14:26:00,73.09,64.13,2182,12,0,15.82,23.7,0.69,35.29,22.39,59,Moderada
1,10,2025-09-01 14:27:00,41.58,46.99,2264,12,0,18.08,26.22,1.09,5.2,13.26,64,Moderada
1,10,2025-09-01 14:28:00,59.07,34.66,2900,12,0,13.1,17.62,0.566,14.99,13.23,53,Moderada
1,10,2025-09-01 14:29:00,77.31,52.93,2547,12,0,4.34,6.29,0.977,24.68,37.23,18,Boa
1,10,2025-09-01 14:30:00,55.86,71.86,2299,12,0,0.0,0.0,0.785,19.63,29.78,0,Boa
1,10,2025-09-01 14:31:00,59.19,47.47,1826,12,0,12.88,17.1,0.178,6.36,24.07,53,Moderada
1,10,2025-09-01 14:32:00,52.15,45.41,2905,12,0,7.76,11.02,0.285,24.17,25.2,32,Boa
1,10,2025-09-01 14:33:00,54.38,42.18,1805,12,0,13.23,18.47,0.366,20.23,22.67,53,Moderada
1,10,2025-09-01 14:34:00,47.28,56.1,3130,12,0,18.74,29.21,0.358,39.43,49.66,65,Moderada
1,10,2025-09-01 14:35:00,41.8,47.03,2555,12,0,13.44,20.96,0.585,17.72,21.05,54,Moderada
1,10,2025-09-01 14:36:00,79.0,61.09,2194,12,0,17.59,24.79,0.808,32.15,13.9,63,Moderada
1,10,2025-09-01 14:37:00,42.01,52.71,2944,12,0,16.24,23.94,0.989,7.58,39.43,60,Moderada
1,10,2025-09-01 14:38:00,50.45,59.04,1574,12,0,17.09,22.46,0.708,10.02,27.26,61,Moderada
1,10,2025-09-01 14:39:00,49.31,38.64,1975,12,0,5.93,8.6,0.481,27.51,54.32,25,Boa
1,10,2025-09-01 14:40:00,59.74,64.25,2906,12,0,11.49,17.69,0.0,31.2,23.51,48,Boa
1,10,2025-09-01 14:41:00,73.51,38.48,2221,12,0,18.16,28.74,0.643,10.87,39.93,64,Moderada
1,10,2025-09-01 14:42:00,70.09,48.54,2667,12,0,22.11,31.59,0.629,20.66,42.78,72,Moderada
1,10,2025-09-01 14:43:00,50.9,55.32,2501,12,0,10.36,16.62,0.67,6.49,23.59,43,Boa
1,10,2025-09-01 14:44:00,63.21,52.43,3874,12,0,19.54,26.35,1.251,18.57,20.9,67,Moderada
1,10,2025-09-01 14:45:00,61.39,42.06,2491,12,0,9.63,13.25,0.991,28.74,38.71,40,Boa
1,10,2025-09-01 14:46:00,48.42,49.83,2559,12,0,12.82,20.14,0.85,15.94,36.75,53,Moderada
1,10,2025-09-01 14:47:00,45.28,52.9,2812,12,0,20.53,34.22,0.325,17.78,12.94,69,Moderada
1,10,2025-09-01 14:48:00,51.38,63.19,2105,12,0,0.0,0.0,0.462,9.01,16.3,0,Boa
1,10,2025-09-01 14:49:00,36.69,44.45,2563,12,0,3.84,5.74,0.583,13.74,0.0,16,Boa
1,10,2025-09-01 14:50:00,51.87,52.53,1585,12,0,0.38,0.48,0.383,37.89,36.99,2,Boa
1,10,2025-09-01 14:51:00,77.06,59.63,1795,12,0,0.0,0.0,0.773,21.19,26.63,0,Boa
1,10,2025-09-01 14:52:00,58.66,50.76,2194,12,0,9.68,14.64,0.725,10.33,27.88,40,Boa
1,10,2025-09-01 14:53:00,66.35,55.04,1605,12,0,14.39,21.07,0.293,17.25,9.5,56,Moderada
1,10,2025-09-01 14:54:00,48.66,49.33,3033,12,0,13.8,19.18,0.974,4.32,16.68,55,Moderada
1,10,2025-09-01 14:55:00,75.09,55.74,2534,12,0,9.98,15.04,0.653,10.31,24.04,42,Boa
1,10,2025-09-01 14:56:00,46.22,45.9,1646,12,0,21.11,31.91,0.095,33.88,21.79,70,Moderada
1,10,2025-09-01 14:57:00,68.18,47.59,2197,12,0,26.96,42.98,0.605,18.98,31.21,82,Moderada
1,10,2025-09-01 14:58:00,51.76,37.49,2713,12,0,12.61,19.08,0.7,39.22,36.85,52,Moderada
1,10,2025-09-01 14:59:00,60.3,50.87,2893,12,0,21.95,35.61,0.91,19.41,57.05,72,Moderada
1,10,2025-09-01 15:00:00,46.65,40.11,2884,12,1,12.19,18.29,0.513,19.92,29.62,51,Moderada
1,10,2025-09-01 15:01:00,78.6,37.84,2974,12,0,9.95,14.81,0.872,26.88,43.15,41,Boa
1,10,2025-09-01 15:02:00,55.79,53.43,2159,12,0,5.32,8.54,0.673,0.0,19.87,22,Boa
1,10,2025-09-01 15:03:00,32.04,57.29,2916,12,0,3.61,5.07,0.215,22.24,9.8,15,Boa
1,10,2025-09-01 15:04:00,62.51,22.35,2960,12,0,6.9,12.29,0.194,19.89,25.58,29,Boa
1,10,2025-09-01 15:05:00,58.55,59.25,2107,12,0,8.75,13.45,0.954,35.21,10.65,36,Boa
1,10,2025-09-01 15:06:00,35.14,46.1,3245,12,0,18.56,28.54,0.969,29.86,30.07,65,Moderada
1,10,2025-09-01 15:07:00,44.59,55.22,2181,12,0,25.31,39.29,0.71,8.93,20.5,79,Moderada
1,10,2025-09-01 15:08:00,94.2,39.74,2471,12,1,5.74,9.69,1.077,32.99,6.27,24,Boa
1,10,2025-09-01 15:09:00,76.34,54.43,3307,12,0,19.14,30.22,0.94,17.83,50.6,66,Moderada
1,10,2025-09-01 15:10:00,69.15,25.0,1763,12,1,2.55,3.42,0.826,11.37,23.34,11,Boa
1,10,2025-09-01 15:11:00,50.36,42.06,2709,12,0,16.74,27.46,0.342,22.27,10.2,61,Moderada
1,10,2025-09-01 15:12:00,59.74,69.56,3048,12,0,11.26,16.5,1.137,18.33,40.6,47,Boa
1,10,2025-09-01 15:13:00,61.75,61.16,1667,12,0,2.03,3.07,0.779,35.76,21.07,8,Boa
1,10,2025-09-01 15:14:00,51.24,44.53,2490,12,0,18.5,25.39,0.5,23.71,42.93,64,Moderada
1,10,2025-09-01 15:15:00,78.29,31.31,2673,12,0,12.96,20.12,0.423,22.53,20.96,53,Moderada
1,10,2025-09-01 15:16:00,65.09,49.7,1918,12,0,9.85,14.14,0.697,29.4,23.31,41,Boa
1,10,2025-09-01 15:17:00,61.2,48.34,2150,12,0,3.19,4.82,0.117,31.3,33.95,13,Boa
1,10,2025-09-01 15:18:00,56.87,65.8,2273,12,0,7.36,10.83,0.827,28.18,36.95,31,Boa
1,10,2025-09-01 15:19:00,37.31,69.1,2901,12,0,15.18,25.69,0.325,34.42,39.11,57,Moderada
1,10,2025-09-01 15:20:00,81.77,46.53,2368,12,0,10.63,18.05,0.736,26.58,28.68,44,Boa
1,10,2025-09-01 15:21:00,86.61,55.49,2835,12,0,17.66,26.57,0.469,22.2,36.08,63,Moderada
1,10,2025-09-01 15:22:00,56.59,58.83,2496,12,0,14.38,21.66,0.538,32.73,38.78,56,Moderada
1,10,2025-09-01 15:23:00,57.13,62.34,2017,12,0,20.16,29.48,0.39,19.43,32.24,68,Moderada
1,10,2025-09-01 15:24:00,32.19,49.1,2586,12,0,9.7,15.63,0.561,20.53,28.19,40,Boa
1,10,2025-09-01 15:25:00,71.62,52.99,1665,12,0,0.0,0.0,1.188,37.65,12.44,0,Boa
1,10,2025-09-01 15:26:00,61.22,53.76,2965,12,0,21.11,30.78,1.034,36.59,37.01,70,Moderada
1,10,2025-09-01 15:27:00,63.1,53.42,3571,12,0,9.66,15.44,0.725,20.3,30.32,40,Boa
1,10,2025-09-01 15:28:00,57.25,62.83,1961,12,0,21.13,30.56,0.61,15.81,24.86,70,Moderada
1,10,2025-09-01 15:29:00,66.98,40.93,2399,12,0,21.32,31.9,0.873,35.03,45.13,70,Moderada
1,10,2025-09-01 15:30:00,64.6,28.23,1759,12,0,13.24,17.77,0.958,28.39,12.67,53,Moderada
1,10,2025-09-01 15:31:00,45.98,62.6,2853,12,0,16.9,26.54,0.365,23.43,49.59,61,Moderada
1,10,2025-09-01 15:32:00,78.33,47.41,2712,12,0,26.65,45.14,0.6,17.25,29.5,82,Moderada
1,10,2025-09-01 15:33:00,84.22,63.12,2585,12,0,30.07,47.28,0.079,23.82,33.56,89,Moderada
1,10,2025-09-01 15:34:00,63.59,54.96,2289,12,0,15.13,24.91,0.956,20.16,25.07,57,Moderada
1,10,2025-09-01 15:35:00,69.27,53.86,1760,12,0,13.55,19.18,1.24,13.77,9.79,54,Moderada
1,10,2025-09-01 15:36:00,54.45,44.34,2553,12,0,24.3,37.02,0.64,21.62,28.16,77,Moderada
1,10,2025-09-01 15:37:00,49.85,52.4,1694,12,0,4.56,6.42,0.0,22.95,33.87,19,Boa
1,10,2025-09-01 15:38:00,68.76,47.66,3846,12,0,16.39,24.22,0.803,16.66,37.91,60,Moderada
1,10,2025-09-01 15:39:00,61.81,57.32,1832,12,0,12.72,20.05,0.347,29.41,27.44,52,Moderada
1,10,2025-09-01 15:40:00,53.31,37.82,3043,12,0,16.68,25.19,0.417,33.21,3.53,61,Moderada
1,10,2025-09-01 15:41:00,84.83,40.31,1955,12,0,6.84,9.29,0.813,30.21,11.25,28,Boa
1,10,2025-09-01 15:42:00,47.97,41.25,3325,12,0,0.42,0.58,0.691,17.53,54.48,2,Boa
1,10,2025-09-01 15:43:00,66.23,53.11,2425,12,0,0.0,0.0,0.473,27.96,16.69,0,Boa
1,10,2025-09-01 15:44:00,82.29,57.98,2467,12,0,4.3,6.66,0.43,21.27,46.88,18,Boa
1,10,2025-09-01 15:45:00,71.93,69.1,2230,12,0,11.7,19.96,0.659,8.07,18.58,49,Boa
1,10,2025-09-01 15:46:00,63.9,51.5,2637,12,0,12.29,20.11,0.496,27.11,27.62,51,Moderada
1,10,2025-09-01 15:47:00,37.94,46.63,2803,12,0,28.7,37.61,0.279,21.69,37.39,86,Moderada
1,10,2025-09-01 15:48:00,52.22,49.65,2814,12,0,21.79,35.79,0.516,46.25,20.0,71,Moderada
1,10,2025-09-01 15:49:00,71.73,38.02,2761,12,0,8.29,13.21,0.723,35.0,48.89,35,Boa
1,10,2025-09-01 15:50:00,67.26,36.96,2454,12,0,16.57,22.29,0.567,27.52,30.71,60,Moderada
1,10,2025-09-01 15:51:00,74.74,31.76,1856,12,0,10.61,15.6,0.198,22.94,35.31,44,Boa
